_id,Product ID,URL,Genedr,UPC,Brand,Title,Model,Variations,Polarized,Price,Description,Image URLs,Product Details,Frame Color,Frame Material,Frame Shape,LensMaterial,Model Number,Lens Color,Size & Fit,Bridge Size,Lense Size,Size,Feature Technology
69329822d842073f56990f64,3074457345618397950,https://www.sunglasshut.com/ca-en/prada-linea-rossa/ps-54ts-8053672922684,male,410000404058,Prada Linea Rossa,Prada Linea Rossa sunglasses,PS 54TS Lifestyle,/wcs/resources/store/10154/products/3074457345618397950/variants?pdpGroupByValue=PS+54TS+Lifestyle_SUN&categoryId=3074457345626651858,False,29.99,"Elevated and contemporary, Prada Linea Rossa Lifestyle sunglasses embody the spirit of sporty luxury. The solid polar grey lens treatment exudes sophistication, while the iconic red stripe on the temples showcases a signature detail. Crafted from metal material in black color with polished finish, these pilot-shaped shades are designed for those who seek both style and functionality.",,"Elevated and contemporary, Prada Linea Rossa Lifestyle sunglasses embody the spirit of sporty luxury. The solid polar grey lens treatment exudes sophistication, while the iconic red stripe on the temples showcases a signature detail. Crafted from metal material in black color with polished finish, these pilot-shaped shades are designed for those who seek both style and functionality.",0,,,Polycarbonate,PS,,(0-)_size,,, (0-)_size,Classic
69329824d842073f56990f65,3074457345618581252,https://www.sunglasshut.com/ca-en/versace/ve2236-8056597525145,male,410000404058,Versace,Versace sunglasses,VE2236,/wcs/resources/store/10154/products/3074457345618581252/variants?pdpGroupByValue=VE2236_SUN&categoryId=3074457345626651843,False,29.99,"Experience the exquisite craftsmanship of Versace VE2236 sunglasses, a testament to timeless elegance. The gold metal pilot frame with dark grey solid lenses exudes luxury and sophistication. A subtle yet distinctive Medusa head on the temple adds iconic flair to these shades, embodying the essence of Versace's mythology in contemporary design. Elevated by its unique blend of tradition and innovation, this pair epitomizes craftsmanship at its finest.",,"Experience the exquisite craftsmanship of Versace VE2236 sunglasses, a testament to timeless elegance. The gold metal pilot frame with dark grey solid lenses exudes luxury and sophistication. A subtle yet distinctive Medusa head on the temple adds iconic flair to these shades, embodying the essence of Versace's mythology in contemporary design. Elevated by its unique blend of tradition and innovation, this pair epitomizes craftsmanship at its finest.",0,,,Polycarbonate,VE2236,,(0-)_size,,, (0-)_size,Classic
69329825d842073f56990f66,3074457345618615212,https://www.sunglasshut.com/ca-en/tom-ford/tr001479-889214368386,male,410000404058,Tom Ford,Tom Ford sunglasses,FT0711-N,/wcs/resources/store/10154/products/3074457345618615212/variants?pdpGroupByValue=FT0711-N_SUN&categoryId=3074457345626651841,False,29.99,"Experience the pinnacle of style and sophistication with Tom Ford FT0711-N sunglasses. The epitome of luxury designer brands, these square-shaped matte black frames exude timeless elegance. Featuring a captivating contrast between matte and shiny finish, they are guaranteed to turn heads wherever you go. Elevated by the iconic 'T' letter on both temples, these shades showcase your impeccable fashion sense and unwavering commitment to quality craftsmanship. Embrace timeless charm with this exquisite fusion of traditional craftsmanship and contemporary design aesthetic that seamlessly blends past and present - all enhanced by a classic grey lens color.",,"Experience the pinnacle of style and sophistication with Tom Ford FT0711-N sunglasses. The epitome of luxury designer brands, these square-shaped matte black frames exude timeless elegance. Featuring a captivating contrast between matte and shiny finish, they are guaranteed to turn heads wherever you go. Elevated by the iconic 'T' letter on both temples, these shades showcase your impeccable fashion sense and unwavering commitment to quality craftsmanship. Embrace timeless charm with this exquisite fusion of traditional craftsmanship and contemporary design aesthetic that seamlessly blends past and present - all enhanced by a classic grey lens color.",0,,,Polyamide,FT0711-N,,(0-)_size,,, (0-)_size,Classic
69329826d842073f56990f67,3074457345618691058,https://www.sunglasshut.com/ca-en/versace/ve2272-8056262241745,male,410000404058,Versace,Versace sunglasses,VE2272,/wcs/resources/store/10154/products/3074457345618691058/variants?pdpGroupByValue=VE2272_SUN&categoryId=3074457345626651843,False,29.99,"Experience the iconic style of Versace's sunglasses. The metal frame, with its distinctive rectangle shape, showcases a polished black finish paired with dark grey polarized lenses. The solid color lenses provide optimal protection from harmful UV rays while adding a touch of sophistication to your look. Elevate your everyday style with these shades designed for those who want to make a statement without saying a word.",,"Experience the iconic style of Versace's sunglasses. The metal frame, with its distinctive rectangle shape, showcases a polished black finish paired with dark grey polarized lenses. The solid color lenses provide optimal protection from harmful UV rays while adding a touch of sophistication to your look. Elevate your everyday style with these shades designed for those who want to make a statement without saying a word.",0,,,Cr39,VE2272,,(0-)_size,,, (0-)_size,Classic
69329827d842073f56990f68,3074457345618581700,https://www.sunglasshut.com/ca-en/saint-laurent/ys000321-889652359700,unisex,410000404058,Saint Laurent,Saint Laurent sunglasses,SL M94,/wcs/resources/store/10154/products/3074457345618581700/variants?pdpGroupByValue=SL+M94_SUN&categoryId=3074457345626820326,False,29.99,"Discover the new standard in style with Saint Laurent SL M94, a captivating addition to the iconic brand's range. With its audacious cat eye shape and striking black color, this frame exudes timeless elegance. Crafted from premium quality acetate material, these shades feature grey lenses for an effortlessly cool look that never goes out of style. Elevated by the iconic YSL monogram on both temples, these sunglasses showcase exquisite craftsmanship and design details that seamlessly blend tradition and modernity.",,"Discover the new standard in style with Saint Laurent SL M94, a captivating addition to the iconic brand's range. With its audacious cat eye shape and striking black color, this frame exudes timeless elegance. Crafted from premium quality acetate material, these shades feature grey lenses for an effortlessly cool look that never goes out of style. Elevated by the iconic YSL monogram on both temples, these sunglasses showcase exquisite craftsmanship and design details that seamlessly blend tradition and modernity.",0,,,Polyamide,SL,,(0-)_size,,, (0-)_size,Classic
69329828d842073f56990f69,3074457345618539522,https://www.sunglasshut.com/ca-en/michael-kors/mk2137u-725125365628,unisex,410000404058,Michael Kors,Michael Kors sunglasses,MK2137U Anaheim,/wcs/resources/store/10154/products/3074457345618539522/variants?pdpGroupByValue=MK2137U+Anaheim_SUN&categoryId=3074457345626651873,False,29.99,"Michael Kors Anaheim are a must-have for those who live life on the edge. The square frame shape, crafted from black color, exudes an air of sophistication that is perfect for any occasion. These shades feature dark grey polar lenses paired with a polished finish and will add an instant dose of style to your look.",,"Michael Kors Anaheim are a must-have for those who live life on the edge. The square frame shape, crafted from black color, exudes an air of sophistication that is perfect for any occasion. These shades feature dark grey polar lenses paired with a polished finish and will add an instant dose of style to your look.",0,,,Cr39,MK2137U,,(0-)_size,,, (0-)_size,Gradient
69329829d842073f56990f6a,3074457345618628469,https://www.sunglasshut.com/ca-en/ray-ban/rb4416-8056597721356,male,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB4416 New Clubmaster,/wcs/resources/store/10154/products/3074457345618628469/variants?pdpGroupByValue=RB4416+New+Clubmaster_SUN&categoryId=3074457345626651857,False,29.99,"Ray-Ban New Clubmaster sunglasses are a must-have for those looking for a stylish and versatile look. The irregular frames are colored in grey on black, with dark grey lenses that provide 100% UV protection. The iconic Clubmaster style is reinvented here to offer you an updated model with a modern twist on the vintage feel.",,"Ray-Ban New Clubmaster sunglasses are a must-have for those looking for a stylish and versatile look. The irregular frames are colored in grey on black, with dark grey lenses that provide 100% UV protection. The iconic Clubmaster style is reinvented here to offer you an updated model with a modern twist on the vintage feel.",0,,,Crystal,RB4416,,(0-)_size,,, (0-)_size,Classic
6932982ad842073f56990f6b,3074457345618539309,https://www.sunglasshut.com/ca-en/burberry/be4337-8056597419161,male,410000404058,Burberry,Burberry sunglasses,BE4337 Carnaby,/wcs/resources/store/10154/products/3074457345618539309/variants?pdpGroupByValue=BE4337+Carnaby_SUN&categoryId=3074457345626651871,False,29.99,Modern square frame with 7 multilayers of acetate creating a rich icon stripe effect along the rim. Featuring signature bolt details tying to the Burberry Jewellery language.,,Modern square frame with 7 multilayers of acetate creating a rich icon stripe effect along the rim. Featuring signature bolt details tying to the Burberry Jewellery language.,0,,,Polyamide,BE4337,,(0-)_size,,, (0-)_size,Classic
6932982bd842073f56990f6c,3074457345618683169,https://www.sunglasshut.com/ca-en/gucci/gc002015-889652412887,unisex,410000404058,Gucci,Gucci sunglasses,GG1338S,/wcs/resources/store/10154/products/3074457345618683169/variants?pdpGroupByValue=GG1338S_SUN&categoryId=3074457345626651850,False,29.99,"Discover the allure of Gucci GG1338S sunglasses, a captivating blend of vintage charm and contemporary sophistication. Crafted in black color with solid grey lenses, they exude timeless elegance. The rectangle frame shape adds a touch of modern flair to this exquisite design, while the iconic Gucci branding on temple adds an unmistakable mark of luxury. Elevated yet approachable, these shades showcase how past and present can effortlessly interweave for an enduring style statement.",,"Discover the allure of Gucci GG1338S sunglasses, a captivating blend of vintage charm and contemporary sophistication. Crafted in black color with solid grey lenses, they exude timeless elegance. The rectangle frame shape adds a touch of modern flair to this exquisite design, while the iconic Gucci branding on temple adds an unmistakable mark of luxury. Elevated yet approachable, these shades showcase how past and present can effortlessly interweave for an enduring style statement.",0,,,Cr39,GG1338S,,(0-)_size,,, (0-)_size,Classic
6932982cd842073f56990f6d,3074457345618628299,https://www.sunglasshut.com/ca-en/ralph/ra5293-8056597699204,unisex,410000404058,Ralph,Ralph sunglasses,RA5293 VVCV,/wcs/resources/store/10154/products/3074457345618628299/variants?pdpGroupByValue=RA5293+VVCV_SUN&categoryId=3074457345626651859,False,29.99,"Introducing Ralph VVCV, a statement-making style that embodies the essence of modern luxury. Crafted from premium acetate in shiny dark havana, these square-framed shades exude timeless sophistication. Featuring gradient brown lenses and boasting a UV400 protection coating, they offer both style and functionality. Elevate your look with this exquisite blend of vintage allure and contemporary flair, made for those who embrace fashion with an open mind and heart.",,"Introducing Ralph VVCV, a statement-making style that embodies the essence of modern luxury. Crafted from premium acetate in shiny dark havana, these square-framed shades exude timeless sophistication. Featuring gradient brown lenses and boasting a UV400 protection coating, they offer both style and functionality. Elevate your look with this exquisite blend of vintage allure and contemporary flair, made for those who embrace fashion with an open mind and heart.",0,,,Polyamide,RA5293,,(0-)_size,,, (0-)_size,Gradient
6932982dd842073f56990f6e,3074457345618616273,https://www.sunglasshut.com/ca-en/gucci/gc001659-889652386317,male,410000404058,Gucci,Gucci sunglasses,GG0381SN,/wcs/resources/store/10154/products/3074457345618616273/variants?pdpGroupByValue=GG0381SN_SUN&categoryId=3074457345626651850,False,29.99,"Experience the allure of Gucci GG0381SN sunglasses, a timeless symbol of sophistication. The solid black lenses exude elegance and are paired with a polished black frame crafted from resilient yet flexible acetate. Elevating your style effortlessly, these rectangle-shaped shades offer an exquisite blend of tradition and contemporary flair that seamlessly integrates into any wardrobe. Embrace the rich heritage and modern sensibility that define this iconic brand's aesthetic with every wear of these exquisite frames.",,"Experience the allure of Gucci GG0381SN sunglasses, a timeless symbol of sophistication. The solid black lenses exude elegance and are paired with a polished black frame crafted from resilient yet flexible acetate. Elevating your style effortlessly, these rectangle-shaped shades offer an exquisite blend of tradition and contemporary flair that seamlessly integrates into any wardrobe. Embrace the rich heritage and modern sensibility that define this iconic brand's aesthetic with every wear of these exquisite frames.",0,,,Polyamide,GG0381SN,,(0-)_size,,, (0-)_size,Classic
6932982fd842073f56990f6f,3074457345618715177,https://www.sunglasshut.com/ca-en/gucci/gc002368-889652528502,male,410000404058,Gucci,Gucci sunglasses,GG1808S,/wcs/resources/store/10154/products/3074457345618715177/variants?pdpGroupByValue=GG1808S_SUN&categoryId=3074457345626651850,False,29.99,,,,0,,,Polyamide Bio,GG1808S,,(0-)_size,,, (0-)_size,Mirror & Flash
69329830d842073f56990f70,3074457345618581459,https://www.sunglasshut.com/ca-en/ray-ban/rb2299-8056597548779,unisex,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB2299 Lady Burbank,/wcs/resources/store/10154/products/3074457345618581459/variants?pdpGroupByValue=RB2299+Lady+Burbank_SUN&categoryId=3074457345626651857,False,29.99,"Ray-Ban Lady Burbank sunglasses are a modern take on the iconic cat-eye shape, with their distinct cut corners and curved edges that give them a unique cat eye silhouette. The black frames are perfect for those looking for something different, while the green lenses provide both style and protection, making these sunglasses ideal for everyday wear.",,"Ray-Ban Lady Burbank sunglasses are a modern take on the iconic cat-eye shape, with their distinct cut corners and curved edges that give them a unique cat eye silhouette. The black frames are perfect for those looking for something different, while the green lenses provide both style and protection, making these sunglasses ideal for everyday wear.",0,,,Crystal,RB2299,,(0-)_size,,, (0-)_size,Classic
69329831d842073f56990f71,3074457345618661268,https://www.sunglasshut.com/ca-en/versace/ve4459f-8056597925525,male,410000404058,Versace,Versace sunglasses,VE4459F,/wcs/resources/store/10154/products/3074457345618661268/variants?pdpGroupByValue=VE4459F_SUN&categoryId=3074457345626651843,False,29.99,"Elevate your style with a touch of Italian sophistication with Versace sunglasses. The rectangle shape and solid dark grey lenses exude timeless elegance, while the havana frame adds a vibrant twist to this iconic design. Crafted in durable yet flexible acetate material, these shades promise durability as well as comfort thanks to its ergonomic fit. Embrace timeless luxury with a pair of Versace sunglasses that effortlessly blends tradition and modernity.",,"Elevate your style with a touch of Italian sophistication with Versace sunglasses. The rectangle shape and solid dark grey lenses exude timeless elegance, while the havana frame adds a vibrant twist to this iconic design. Crafted in durable yet flexible acetate material, these shades promise durability as well as comfort thanks to its ergonomic fit. Embrace timeless luxury with a pair of Versace sunglasses that effortlessly blends tradition and modernity.",0,,,Polyamide Bio,VE4459F,,(0-)_size,,, (0-)_size,Classic
69329832d842073f56990f72,3074457345618556669,https://www.sunglasshut.com/ca-en/prada/pr-17ws-8056597418478,male,410000404058,Prada,Prada sunglasses,PR 17WS,/wcs/resources/store/10154/products/3074457345618556669/variants?pdpGroupByValue=PR+17WS_SUN&categoryId=3074457345626651867,False,29.99,"Elevating the iconic rectangle shape to new heights, Prada presents a timeless design in solid dark grey. Crafted from premium acetate, these sleek black frames are sure to turn heads wherever you go. The perfect blend of sophistication and contemporary flair make these shades an instant wardrobe essential.",,"Elevating the iconic rectangle shape to new heights, Prada presents a timeless design in solid dark grey. Crafted from premium acetate, these sleek black frames are sure to turn heads wherever you go. The perfect blend of sophistication and contemporary flair make these shades an instant wardrobe essential.",0,,,Polyamide,PR,,(0-)_size,,, (0-)_size,Classic
69329833d842073f56990f73,3074457345618596767,https://www.sunglasshut.com/ca-en/versace/ve2238-8056597523493,male,410000404058,Versace,Versace sunglasses,VE2238,/wcs/resources/store/10154/products/3074457345618596767/variants?pdpGroupByValue=VE2238_SUN&categoryId=3074457345626651843,False,29.99,"Elevate your style with Versace VE2238 sunglasses. Crafted in gold/matte black metal frame with dark grey solid lenses, these shades exude sophistication and timeless elegance. The rectangle shape adds a contemporary twist to the design, while the gold metal temples provide an iconic touch of luxury. Punctuated by the brand's signature on both temples, these sunglasses boast an understated yet striking aesthetic that seamlessly integrates into any wardrobe or setting.",,"Elevate your style with Versace VE2238 sunglasses. Crafted in gold/matte black metal frame with dark grey solid lenses, these shades exude sophistication and timeless elegance. The rectangle shape adds a contemporary twist to the design, while the gold metal temples provide an iconic touch of luxury. Punctuated by the brand's signature on both temples, these sunglasses boast an understated yet striking aesthetic that seamlessly integrates into any wardrobe or setting.",0,,,Polycarbonate,VE2238,,(0-)_size,,, (0-)_size,Classic
69329834d842073f56990f74,3074457345618659951,https://www.sunglasshut.com/ca-en/dolce-and-gabbana/dg4450-8056597947879,unisex,410000404058,Dolce&Gabbana,Dolce&Gabbana Sunglasses,DG4450,/wcs/resources/store/10154/products/3074457345618659951/variants?pdpGroupByValue=DG4450_SUN&categoryId=3074457345626651839,False,29.99,"Elevate your look with Dolce&Gabbana DG4450 sunglasses, a perfect blend of timeless elegance and contemporary style. These red-colored cat eye frames are crafted from high-quality acetate material for added comfort and durability. The solid pink mirror lenses provide not only an on-trend aesthetic but also UV protection for all-day wearability. Embrace the exquisite craftsmanship and iconic design that epitomizes Italian luxury in these exquisite shades, where past meets present to create an irresistible allure.",,"Elevate your look with Dolce&Gabbana DG4450 sunglasses, a perfect blend of timeless elegance and contemporary style. These red-colored cat eye frames are crafted from high-quality acetate material for added comfort and durability. The solid pink mirror lenses provide not only an on-trend aesthetic but also UV protection for all-day wearability. Embrace the exquisite craftsmanship and iconic design that epitomizes Italian luxury in these exquisite shades, where past meets present to create an irresistible allure.",0,,,Polyamide,DG4450,,(0-)_size,,, (0-)_size,Mirror & Flash
69329836d842073f56990f75,3074457345618392928,https://www.sunglasshut.com/ca-en/oakley/oo9096-700285321332,male,410000404058,Oakley,Oakley sunglasses,OO9096 Fuel Cell,/wcs/resources/store/10154/products/3074457345618392928/variants?pdpGroupByValue=OO9096+Fuel+Cell_SUN&categoryId=3074457345626651863,False,29.99,"Oakley Fuel Cell is a new model that blends the best of past and present technologies. With a matte black frame, these sunglasses feature grey polarized lenses that offer optimal vision while maintaining a timeless aesthetic. The rectangle shape adds an element of sophistication to this already stylish pair, making them perfect for those who want to stand out from the crowd without being too flashy.",,"Oakley Fuel Cell is a new model that blends the best of past and present technologies. With a matte black frame, these sunglasses feature grey polarized lenses that offer optimal vision while maintaining a timeless aesthetic. The rectangle shape adds an element of sophistication to this already stylish pair, making them perfect for those who want to stand out from the crowd without being too flashy.",0,,,Polycarbonate,OO9096,,(0-)_size,,, (0-)_size,Classic
69329837d842073f56990f76,3074457345618628491,https://www.sunglasshut.com/ca-en/ray-ban/rb4385-8056597725958,male,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB4385,/wcs/resources/store/10154/products/3074457345618628491/variants?pdpGroupByValue=RB4385_SUN&categoryId=3074457345626651857,False,29.99,"Ray-Ban RB4385 are a modern take on the rectangle shape, designed with a peek material frame and matte finish. These sunglasses have been crafted with brown/gold polarized lenses to ensure optimal vision and protection. Wear them in the office or at the beach; these versatile shades will add an instant touch of style to any outfit. Available with lens contrast enhancement technology.",,"Ray-Ban RB4385 are a modern take on the rectangle shape, designed with a peek material frame and matte finish. These sunglasses have been crafted with brown/gold polarized lenses to ensure optimal vision and protection. Wear them in the office or at the beach; these versatile shades will add an instant touch of style to any outfit. Available with lens contrast enhancement technology.",0,,,Polycarbonate,RB4385,,(0-)_size,,, (0-)_size,Classic
69329838d842073f56990f77,3074457345618523842,https://www.sunglasshut.com/ca-en/dolce-and-gabbana/dg4384-8056597371889,unisex,410000404058,Dolce&Gabbana,Dolce&Gabbana Sunglasses,DG4384,/wcs/resources/store/10154/products/3074457345618523842/variants?pdpGroupByValue=DG4384_SUN&categoryId=3074457345626651839,False,29.99,"Inspired by the fabrics from the FW catwalk collection, new custom tweed and iconic black lace acetates give the geometric profiles of this bold shape total Dolce&Gabbana allure.",,"Inspired by the fabrics from the FW catwalk collection, new custom tweed and iconic black lace acetates give the geometric profiles of this bold shape total Dolce&Gabbana allure.",0,,,Polyamide,DG4384,,(0-)_size,,, (0-)_size,Gradient
69329839d842073f56990f78,3074457345618394107,https://www.sunglasshut.com/ca-en/armani-exchange/ax4026s-8053672283532,male,410000404058,Armani Exchange,AX (Armani Exchange) sunglasses,AX4026S,/wcs/resources/store/10154/products/3074457345618394107/variants?pdpGroupByValue=AX4026S_SUN&categoryId=3074457345626651868,False,29.99,"Elevating the square frame to new heights, Armani Exchange AX4026S sunglasses feature a unique matte & shiny black color combination. The solid grey lenses provide maximum protection from harmful UV rays while maintaining an understated yet trendy aesthetic. Designed for those who want to make a statement without being overly flashy, these shades offer just the right amount of sophistication and versatility for any occasion or outfit.",,"Elevating the square frame to new heights, Armani Exchange AX4026S sunglasses feature a unique matte & shiny black color combination. The solid grey lenses provide maximum protection from harmful UV rays while maintaining an understated yet trendy aesthetic. Designed for those who want to make a statement without being overly flashy, these shades offer just the right amount of sophistication and versatility for any occasion or outfit.",0,,,Polycarbonate,AX4026S,,(0-)_size,,, (0-)_size,Classic
6932983ad842073f56990f79,3074457345618394410,https://www.sunglasshut.com/ca-en/burberry/be3080-8053672366686,unisex,410000404058,Burberry,Burberry sunglasses,BE3080,/wcs/resources/store/10154/products/3074457345618394410/variants?pdpGroupByValue=BE3080_SUN&categoryId=3074457345626651871,False,29.99,Burberry pilot gold steel sunglasses with light brown/dark brown gradient lenses. Come in a designer-stamped case.,,Burberry pilot gold steel sunglasses with light brown/dark brown gradient lenses. Come in a designer-stamped case.,0,,,Polycarbonate,BE3080,,(0-)_size,,, (0-)_size,Gradient
6932983bd842073f56990f7a,3074457345618654378,https://www.sunglasshut.com/ca-en/celine/cl000403-192337134401,unisex,410000404058,Celine,Celine sunglasses,Triomphe,/wcs/resources/store/10154/products/3074457345618654378/variants?pdpGroupByValue=Triomphe_SUN&categoryId=3074457345626665328,False,29.99,"Discover the new Celine Triomphe, a sunglass that embodies the essence of elegance. The irregular frame shape is paired with gradient brown lenses and a classic tortoise frame color for a sophisticated yet trendy look. Crafted from high-quality acetate material, this pair will add an instant touch of luxury to your everyday style. Elevated by its distinctive design and versatile color options, these sunglasses are perfect for those who want to make a statement without being too flashy.",,"Discover the new Celine Triomphe, a sunglass that embodies the essence of elegance. The irregular frame shape is paired with gradient brown lenses and a classic tortoise frame color for a sophisticated yet trendy look. Crafted from high-quality acetate material, this pair will add an instant touch of luxury to your everyday style. Elevated by its distinctive design and versatile color options, these sunglasses are perfect for those who want to make a statement without being too flashy.",0,,,Polyamide,Triomphe,,(0-)_size,,, (0-)_size,Gradient
6932983cd842073f56990f7b,3074457345618659795,https://www.sunglasshut.com/ca-en/oliver-peoples/ov5526su-827934499560,unisex,410000404058,Oliver Peoples,Oliver Peoples sunglasses,OV5526SU Kienna,/wcs/resources/store/10154/products/3074457345618659795/variants?pdpGroupByValue=OV5526SU+Kienna_SUN&categoryId=3074457345626651862,False,29.99,"The unique, exquisite design of the Oliver Peoples Kienna pillow shape sunglasses will add a touch of sophistication to any outfit. Crafted from dark mahogany colored acetate, these stylish shades feature brown lenses that provide optimal protection from harmful UV rays while adding an air of mystery to your look. Elevate your style with the timeless allure of these exquisite frames crafted in pillow shape for added comfort and wearability.",,"The unique, exquisite design of the Oliver Peoples Kienna pillow shape sunglasses will add a touch of sophistication to any outfit. Crafted from dark mahogany colored acetate, these stylish shades feature brown lenses that provide optimal protection from harmful UV rays while adding an air of mystery to your look. Elevate your style with the timeless allure of these exquisite frames crafted in pillow shape for added comfort and wearability.",0,,,Plastic,OV5526SU,,(0-)_size,,, (0-)_size,Classic
6932983dd842073f56990f7c,3074457345618461688,https://www.sunglasshut.com/ca-en/oakley/oo9448-888392454959,male,410000404058,Oakley,Oakley sunglasses,OO9448 Sylas,/wcs/resources/store/10154/products/3074457345618461688/variants?pdpGroupByValue=OO9448+Sylas_SUN&categoryId=3074457345626651863,False,29.99,"Experience the cutting-edge technology of Oakley Sylas sunglasses, designed for an active lifestyle. The matte black frame features a unique rectangle shape that sets you apart from the crowd. These shades are crafted in durable o matter material and feature prizm polarized lens treatment in prizm black polarized color that offers optimal visual clarity and style. With their polarized lenses, you'll enjoy glare reduction and enhanced contrast so you can see more clearly underwater or out on the water. Available with lens contrast enhancement technology.",,"Experience the cutting-edge technology of Oakley Sylas sunglasses, designed for an active lifestyle. The matte black frame features a unique rectangle shape that sets you apart from the crowd. These shades are crafted in durable o matter material and feature prizm polarized lens treatment in prizm black polarized color that offers optimal visual clarity and style. With their polarized lenses, you'll enjoy glare reduction and enhanced contrast so you can see more clearly underwater or out on the water. Available with lens contrast enhancement technology.",0,,,Polycarbonate,OO9448,,(0-)_size,,, (0-)_size,Mirror & Flash
6932983ed842073f56990f7d,3074457345618601873,https://www.sunglasshut.com/ca-en/burberry/be3133-8056597599955,unisex,410000404058,Burberry,Burberry sunglasses,BE3133 Daphne,/wcs/resources/store/10154/products/3074457345618601873/variants?pdpGroupByValue=BE3133+Daphne_SUN&categoryId=3074457345626651871,False,29.99,"Introducing Burberry Daphne, a square frame reinvented with a modern touch. The metal frame is complemented by gradient pink lenses, for an iconic yet timeless look. Available in rose gold color, these sunglasses exude sophistication and elegance that seamlessly blend the past and present. Elevate your style with this exquisite fusion of tradition and innovation.",,"Introducing Burberry Daphne, a square frame reinvented with a modern touch. The metal frame is complemented by gradient pink lenses, for an iconic yet timeless look. Available in rose gold color, these sunglasses exude sophistication and elegance that seamlessly blend the past and present. Elevate your style with this exquisite fusion of tradition and innovation.",0,,,Polycarbonate,BE3133,,(0-)_size,,, (0-)_size,Gradient
6932983fd842073f56990f7e,3074457345618602356,https://www.sunglasshut.com/ca-en/oakley/oo9363-888392588951,unisex,410000404058,Oakley,Oakley sunglasses,OO9363 Flak® Beta,/wcs/resources/store/10154/products/3074457345618602356/variants?pdpGroupByValue=OO9363+Flak%C2%AE+Beta_SUN&categoryId=3074457345626651863,False,29.99,"Introducing Oakley Flak® Beta, a cutting-edge design that redefines style and performance. The matte black frame paired with black iridium polarized lenses offers optimal vision and protection from harmful UV rays. This innovative model features an extended rectangle lens shape for maximum coverage and optimized peripheral vision, while the o matter frame material ensures comfort and durability. Elevate your look with these shades that seamlessly combine fashion-forward aesthetics with optimal functionality.",,"Introducing Oakley Flak® Beta, a cutting-edge design that redefines style and performance. The matte black frame paired with black iridium polarized lenses offers optimal vision and protection from harmful UV rays. This innovative model features an extended rectangle lens shape for maximum coverage and optimized peripheral vision, while the o matter frame material ensures comfort and durability. Elevate your look with these shades that seamlessly combine fashion-forward aesthetics with optimal functionality.",0,,,Polycarbonate,OO9363,,(0-)_size,,, (0-)_size,Classic
69329840d842073f56990f7f,3074457345618724758,https://www.sunglasshut.com/ca-en/tom-ford/tr001986-889214558619,male,410000404058,Tom Ford,Tom Ford sunglasses,Vladimir,/wcs/resources/store/10154/products/3074457345618724758/variants?pdpGroupByValue=Vladimir_SUN&categoryId=3074457345626651841,False,29.99,,,,0,,,Cr39,Vladimir,,(0-)_size,,, (0-)_size,Classic
69329841d842073f56990f80,3074457345618669231,https://www.sunglasshut.com/ca-en/costa-del-mar/6s2014-97963978996,male,410000404058,Costa,Costa sunglasses,6S2014 Ulu,/wcs/resources/store/10154/products/3074457345618669231/variants?pdpGroupByValue=6S2014+Ulu_SUN&categoryId=3074457345626651847,False,29.99,"Experience the cutting edge of sunglass design with Costa Ulu, a square-framed model that boasts an ultra-modern aesthetic. The gray gradient lenses provide optimal protection and style in one package, while the tortoise frame adds a touch of sophistication to this edgy style. Crafted from high-quality acetate material, these shades are built to last and will keep you looking sharp for years to come.",,"Experience the cutting edge of sunglass design with Costa Ulu, a square-framed model that boasts an ultra-modern aesthetic. The gray gradient lenses provide optimal protection and style in one package, while the tortoise frame adds a touch of sophistication to this edgy style. Crafted from high-quality acetate material, these shades are built to last and will keep you looking sharp for years to come.",0,,,Lightwave Glass,6S2014,,(0-)_size,,, (0-)_size,Gradient
69329842d842073f56990f81,3074457345618661373,https://www.sunglasshut.com/ca-en/ray-ban/rb4428-8056597939164,unisex,410000404058,Ray-Ban,Ray-Ban Sunglasses,RB4428,/wcs/resources/store/10154/products/3074457345618661373/variants?pdpGroupByValue=RB4428_SUN&categoryId=3074457345626651857,False,29.99,"Ray-Ban RB4428 sunglasses are designed with a square shape and matte black finish for an edgy look. The polarized lenses provide durability and protection from harmful UV rays, making these shades perfect for everyday wear. These square-framed shades add an extra touch of style to any outfit, so you'll always be ready for anything that comes your way.",,"Ray-Ban RB4428 sunglasses are designed with a square shape and matte black finish for an edgy look. The polarized lenses provide durability and protection from harmful UV rays, making these shades perfect for everyday wear. These square-framed shades add an extra touch of style to any outfit, so you'll always be ready for anything that comes your way.",0,,,Crystal,RB4428,,(0-)_size,,, (0-)_size,Classic
